"UNC Product Type / Item Receiving Statistics",,,3/22/10,,,,,,,,,
"Food Bank of Central & Eastern North Carolina",,,,,,,,,,,,
"UNC Product Type Total",810687,,,,,,,,,,,
,,,,,,,,,,,,
"Report Total",28407905,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"Order No. ","Document No. ","Item No.","Description","Source No.","Donor","UNC Product Source Code","Posting Date","Lot No.","Expiration Date","Quantity","Unit of Measure","Gross Weight"
"DW10-00114","DW10-00114-1","BR10001","BREAD AND BAKED GOODS - WEIGH",2228,"Wal-Mart Supercenter #2772","A2H LOCAL",2/1/10,87206,12/31/99,53,"LB",53
"DS10-00119","DS10-00119-1","BR10001","BREAD AND BAKED GOODS - WEIGH",3020,"Wal-Mart Supercenter #1255","A2H LOCAL",2/1/10,87322,12/31/99,65,"LB",65
"DS10-00121","DS10-00121-1","BR10001","BREAD AND BAKED GOODS - WEIGH",2306,"The Fresh Market","LOCAL",2/1/10,87326,12/31/99,76,"LB",76
"DS10-00118","DS10-00118-1","PR10001","FRESH PRODUCE - WEIGH",3015,"Wal-Mart Supercenter #1010","A2H LOCAL",2/1/10,87316,12/31/99,79,"LB",79
"DS10-00120","DS10-00120-1","MI10001","MISC. FOOD - WEIGH",3016,"Wal-Mart Supercenter #1097","A2H LOCAL",2/1/10,87325,12/31/99,81,"LB",81
"DG10-00088","DG10-00088-1","BR10001","BREAD AND BAKED GOODS - WEIGH",2111,"Wal-Mart Supercenter #1355","A2H LOCAL",2/1/10,87015,12/31/99,82,"LB",82
"DR10-00384","DR10-00384-1","RM10001","RETAIL MEAT - WEIGH",1380,"Food Lion 723","A2H LOCAL",2/1/10,87865,12/31/99,85,"LB",85
"DW10-00114","DW10-00114-1","RM10001","RETAIL MEAT - WEIGH",2228,"Wal-Mart Supercenter #2772","A2H LOCAL",2/1/10,87204,12/31/99,85,"LB",85
"DG10-00084","DG10-00084-1","BR10001","BREAD AND BAKED GOODS - WEIGH",2309,"Wal-Mart Supercenter #2864","A2H LOCAL",2/1/10,87006,12/31/99,89,"LB",89
"DW10-00110","DW10-00110-1","BR10001","BREAD AND BAKED GOODS - WEIGH",2199,"Wal-Mart Supercenter #1767","A2H LOCAL",2/1/10,87194,12/31/99,90,"LB",90
"DG10-00089","DG10-00089-1","RM10001","RETAIL MEAT - WEIGH",2112,"Wal-Mart Supercenter #1379","A2H LOCAL",2/1/10,87017,12/31/99,95,"LB",95
"DG10-00091","DG10-00091-1","RM10001","RETAIL MEAT - WEIGH",2538,"Food Lion 1657","A2H LOCAL",2/1/10,87021,12/31/99,100,"LB",100
"DG10-00090","DG10-00090-1","RM10001","RETAIL MEAT - WEIGH",2811,"Food Lion # 779","A2H LOCAL",2/1/10,87020,12/31/99,100,"LB",100
"DW10-00114","DW10-00114-1","PR10001","FRESH PRODUCE - WEIGH",2228,"Wal-Mart Supercenter #2772","A2H LOCAL",2/1/10,87205,12/31/99,113,"LB",113
"DR10-00385","DR10-00385-1","RM10001","RETAIL MEAT - WEIGH",2812,"Food Lion # 815","A2H LOCAL",2/1/10,87866,12/31/99,115,"LB",115
"DW10-00114","DW10-00114-1","BR10001","BREAD AND BAKED GOODS - WEIGH",2228,"Wal-Mart Supercenter #2772","A2H LOCAL",2/1/10,87203,12/31/99,118,"LB",118
"DW10-00114","DW10-00114-1","MI10001","MISC. FOOD - WEIGH",2228,"Wal-Mart Supercenter #2772","A2H LOCAL",2/1/10,87209,12/31/99,119,"LB",119
"DR10-00383","DR10-00383-1","RM10001","RETAIL MEAT - WEIGH",2780,"Food Lion # 341","A2H LOCAL",2/1/10,87864,12/31/99,120,"LB",120
"DW10-00113","DW10-00113-1","RM10001","RETAIL MEAT - WEIGH",2314,"Wal-Mart Supercenter #4273","A2H LOCAL",2/1/10,87201,12/31/99,123,"LB",123
"DG10-00086","DG10-00086-1","RM10001","RETAIL MEAT - WEIGH",3024,"Wal-Mart Supercenter #1300","A2H LOCAL",2/1/10,87010,12/31/99,124,"LB",124
"DG10-00089","DG10-00089-1","BR10001","BREAD AND BAKED GOODS - WEIGH",2112,"Wal-Mart Supercenter #1379","A2H LOCAL",2/1/10,87018,12/31/99,130,"LB",130
"DS10-00115","DS10-00115-1","RM10001","RETAIL MEAT - WEIGH",2815,"Food Lion # 834","A2H LOCAL",2/1/10,87032,12/31/99,132,"LB",132
"DS10-00119","DS10-00119-1","EG10001","EGGS Grade B small - dozen",3020,"Wal-Mart Supercenter #1255","A2H LOCAL",2/1/10,87324,12/31/99,67,"CS",134
"DG10-00087","DG10-00087-1","BR10001","BREAD AND BAKED GOODS - WEIGH",2295,"Wal-Mart Supercenter #3825","A2H LOCAL",2/1/10,87013,12/31/99,146,"LB",146
"DG10-00085","DG10-00085-1","MI10001","MISC. FOOD - WEIGH",2153,"Walmart Supercenter #1661","A2H LOCAL",2/1/10,87009,12/31/99,150,"LB",150
"DG10-00088","DG10-00088-1","MI10001","MISC. FOOD - WEIGH",2111,"Wal-Mart Supercenter #1355","A2H LOCAL",2/1/10,87016,12/31/99,152,"LB",152
"DS10-00118","DS10-00118-1","BR10001","BREAD AND BAKED GOODS - WEIGH",3015,"Wal-Mart Supercenter #1010","A2H LOCAL",2/1/10,87313,12/31/99,159,"LB",159
"DS10-00114","DS10-00114-1","RM10001","RETAIL MEAT - WEIGH",1340,"Food Lion 353","A2H LOCAL",2/1/10,87030,12/31/99,163,"LB",163
"DG10-00092","DG10-00092-1","RM10001","RETAIL MEAT - WEIGH",2881,"Food Lion # 1674","A2H LOCAL",2/1/10,87022,12/31/99,164,"LB",164
"DW10-00114","DW10-00114-1","PR10001","FRESH PRODUCE - WEIGH",2228,"Wal-Mart Supercenter #2772","A2H LOCAL",2/1/10,87210,12/31/99,169,"LB",169
"DR10-00614","DR10-00614-1","RM10001","RETAIL MEAT - WEIGH",1302,"Food Lion 1484","A2H LOCAL",2/1/10,88512,12/31/99,170,"LB",170
"DW10-00111","DW10-00111-1","MI10001","MISC. FOOD - WEIGH",3025,"Wal-Mart Supercenter #1348","A2H LOCAL",2/1/10,87196,12/31/99,172,"LB",172
"DW10-00109","DW10-00109-1","MI10001","MISC. FOOD - WEIGH",3021,"Wal-Mart Supercenter #1268","A2H LOCAL",2/1/10,87193,12/31/99,173,"LB",173
"DW10-00112","DW10-00112-1","BR10001","BREAD AND BAKED GOODS - WEIGH",2117,"Wal-Mart Supercenter #1392","A2H LOCAL",2/1/10,87197,12/31/99,184,"LB",184
"DW10-00113","DW10-00113-1","MI10001","MISC. FOOD - WEIGH",2314,"Wal-Mart Supercenter #4273","A2H LOCAL",2/1/10,87199,12/31/99,188,"LB",188
"DS10-00117","DS10-00117-1","MI10001","MISC. FOOD - WEIGH",2211,"Wal-Mart Supercenter #1774","A2H LOCAL",2/1/10,87310,12/31/99,189,"LB",189
"DG10-00087","DG10-00087-1","MI10001","MISC. FOOD - WEIGH",2295,"Wal-Mart Supercenter #3825","A2H LOCAL",2/1/10,87014,12/31/99,200,"LB",200
"DG10-00085","DG10-00085-1","RM10001","RETAIL MEAT - WEIGH",2153,"Walmart Supercenter #1661","A2H LOCAL",2/1/10,87007,12/31/99,226,"LB",226
"DW10-00113","DW10-00113-1","BR10001","BREAD AND BAKED GOODS - WEIGH",2314,"Wal-Mart Supercenter #4273","A2H LOCAL",2/1/10,87198,12/31/99,257,"LB",257
"DS10-00121","DS10-00121-1","PR10001","FRESH PRODUCE - WEIGH",2306,"The Fresh Market","LOCAL",2/1/10,87327,12/31/99,274,"LB",274
"DG10-00086","DG10-00086-1","BR10001","BREAD AND BAKED GOODS - WEIGH",3024,"Wal-Mart Supercenter #1300","A2H LOCAL",2/1/10,87012,12/31/99,300,"LB",300
"DS10-00119","DS10-00119-1","PR10001","FRESH PRODUCE - WEIGH",3020,"Wal-Mart Supercenter #1255","A2H LOCAL",2/1/10,87323,12/31/99,346,"LB",346
"DW10-00114","DW10-00114-1","RM10001","RETAIL MEAT - WEIGH",2228,"Wal-Mart Supercenter #2772","A2H LOCAL",2/1/10,87207,12/31/99,354,"LB",354
"DR10-00345","DR10-00345-1","BR10001","BREAD AND BAKED GOODS - WEIGH",2939,"Bread of Life","LOCAL",2/1/10,87569,12/31/99,392,"LB",392
"DR10-00396","DR10-00396-1","MI10001","MISC. FOOD - WEIGH",3095,"Target #0960","A2H LOCAL",2/1/10,87877,12/31/99,430,"LB",430
"DG10-00085","DG10-00085-1","BR10001","BREAD AND BAKED GOODS - WEIGH",2153,"Walmart Supercenter #1661","A2H LOCAL",2/1/10,87008,12/31/99,432,"LB",432
"DG10-00083","DG10-00083-1","BR10001","BREAD AND BAKED GOODS - WEIGH",3023,"Wal-Mart Supercenter #1298","A2H LOCAL",2/1/10,87005,12/31/99,464,"LB",464
"DR10-00341","DR10-00341-1","MI10001","MISC. FOOD - WEIGH",3018,"Wal-Mart Supercenter #1197","A2H LOCAL",2/1/10,87551,12/31/99,483,"LB",483
"DG10-00089","DG10-00089-1","MI10001","MISC. FOOD - WEIGH",2112,"Wal-Mart Supercenter #1379","A2H LOCAL",2/1/10,87019,12/31/99,490,"LB",490
"DG10-00125","DG10-00125-1","MI10001","MISC. FOOD - WEIGH",1790,"Sam's Club#9","A2H LOCAL",2/1/10,87243,12/31/99,544,"LB",544
"DR10-00397","DR10-00397-1","MI10001","MISC. FOOD - WEIGH",3118,"Target","A2H LOCAL",2/1/10,87879,12/31/99,640,"LB",640
"DR10-00357","DR10-00357-1","MI10001","MISC. FOOD - WEIGH",1409,"Food Lion Distribution Center","A2H LOCAL",2/1/10,87587,12/31/99,645,"LB",645
"DS10-00098","DS10-00098-1","TF413","PEAS GREEN 24/#300 SZ",1667,"NCDA","USDA",2/1/10,86890,12/31/99,77,"CS",2079
"DS10-00098","DS10-00098-1","TF400","TURKEY ROAST 32-48 LB CTN",1667,"NCDA","USDA",2/1/10,86891,12/31/99,53,"CS",2120
"DS10-00098","DS10-00098-1","TF407","CORN 24/#300 SZ",1667,"NCDA","USDA",2/1/10,86884,12/31/99,76,"CS",2128
"DS10-00098","DS10-00098-1","TF405","CARROTS 24/#300 SZ",1667,"NCDA","USDA",2/1/10,86882,12/31/99,87,"CS",2262
"DR10-00353","DR10-00353-1","SK10001","SNACKS ASSORTED - WEIGH",2254,"Sysco Foodservice","A2H LOCAL",2/1/10,87582,12/31/99,2350,"LB",2350
"DS10-00098","DS10-00098-1","TF393","APPLE JUICE 12/46 OZ",1667,"NCDA","USDA",2/1/10,86878,12/31/99,57,"CS",2451
"DS10-00098","DS10-00098-1","TF406","CHICKEN CANNED 48/12.5 OZ",1667,"NCDA","USDA",2/1/10,86883,12/31/99,60,"CS",2640
"DS10-00098","DS10-00098-1","TF388","PORK CANNED 24/24 OZ",1667,"NCDA","USDA",2/1/10,86877,12/31/99,67,"CS",2814
"DS10-00098","DS10-00098-1","TF403","APRICOTS 24/#300 SZ",1667,"NCDA","USDA",2/1/10,86879,12/31/99,116,"CS",3016
"DS10-00098","DS10-00098-1","TF410","MACARONI 24/1# PKGS",1667,"NCDA","USDA",2/1/10,86887,12/31/99,122,"CS",3050
"DS10-00098","DS10-00098-1","TF408","CRANAPPLE JUICE 8/64 OZ",1667,"NCDA","USDA",2/1/10,86885,12/31/99,73,"CS",3066
"DS10-00098","DS10-00098-1","TF414","BLUEBERRIES FRZ 12/2.5 LB",1667,"NCDA","USDA",2/1/10,86892,12/31/99,102,"CS",3162
"DS10-00098","DS10-00098-1","TF412","PEACHES 24/#300 SZ",1667,"NCDA","USDA",2/1/10,86889,12/31/99,126,"CS",3276
"DS10-00098","DS10-00098-1","TF411","MILK INSTANT 12/25.6 OZ",1667,"NCDA","USDA",2/1/10,86888,12/31/99,158,"CS",3318
"DS10-00098","DS10-00098-1","TF404","BEEF CANNED 24/24 OZ",1667,"NCDA","USDA",2/1/10,86881,12/31/99,107,"CS",4494
"DS10-00098","DS10-00098-1","TF409","GREAT NORTHERN BEANS 12/2# PKG",1667,"NCDA","USDA",2/1/10,86886,12/31/99,208,"CS",5200
"DR10-00247","DR10-00247-1","TF416","WILD BLUEBERRIES 8/3 LB",1667,"NCDA","USDA",2/1/10,86842,12/31/99,212,"CS",5300
"DS10-00098","DS10-00098-1","TF370","MILK UHT 12/32 OZ",1667,"NCDA","USDA",2/1/10,86876,12/31/99,238,"CS",5950
"DR10-00247","DR10-00247-1","TF415","CHICKEN WHOLE FROZEN",1667,"NCDA","USDA",2/1/10,86841,12/31/99,419,"CS",15084
"DR10-00247","DR10-00247-1","TF413","PEAS GREEN 24/#300 SZ",1667,"NCDA","USDA",2/1/10,86838,12/31/99,1098,"CS",29646
"DR10-00247","DR10-00247-1","TF407","CORN 24/#300 SZ",1667,"NCDA","USDA",2/1/10,86832,12/31/99,1078,"CS",30184
"DR10-00247","DR10-00247-1","TF400","TURKEY ROAST 32-48 LB CTN",1667,"NCDA","USDA",2/1/10,86840,12/31/99,761,"CS",30440
"DR10-00247","DR10-00247-1","TF405","CARROTS 24/#300 SZ",1667,"NCDA","USDA",2/1/10,86830,12/31/99,1235,"CS",32110
"DR10-00247","DR10-00247-1","TF393","APPLE JUICE 12/46 OZ",1667,"NCDA","USDA",2/1/10,86827,12/31/99,803,"CS",34529
"DR10-00247","DR10-00247-1","TF406","CHICKEN CANNED 48/12.5 OZ",1667,"NCDA","USDA",2/1/10,86831,12/31/99,847,"CS",37268
"DR10-00247","DR10-00247-1","TF410","MACARONI 24/1# PKGS",1667,"NCDA","USDA",2/1/10,86835,12/31/99,1567,"CS",39175
"DR10-00247","DR10-00247-1","TF403","APRICOTS 24/#300 SZ",1667,"NCDA","USDA",2/1/10,86828,12/31/99,1647,"CS",42822
"DR10-00247","DR10-00247-1","TF408","CRANAPPLE JUICE 8/64 OZ",1667,"NCDA","USDA",2/1/10,86833,12/31/99,1041,"CS",43722
"DR10-00247","DR10-00247-1","TF412","PEACHES 24/#300 SZ",1667,"NCDA","USDA",2/1/10,86837,12/31/99,1783,"CS",46358
"DR10-00247","DR10-00247-1","TF411","MILK INSTANT 12/25.6 OZ",1667,"NCDA","USDA",2/1/10,86836,12/31/99,2252,"CS",47292
"DR10-00247","DR10-00247-1","TF414","BLUEBERRIES FRZ 12/2.5 LB",1667,"NCDA","USDA",2/1/10,86839,12/31/99,1586,"CS",49166
"DR10-00247","DR10-00247-1","TF409","GREAT NORTHERN BEANS 12/2# PKG",1667,"NCDA","USDA",2/1/10,86834,12/31/99,2964,"CS",74100
"DR10-00247","DR10-00247-1","TF388","PORK CANNED 24/24 OZ",1667,"NCDA","USDA",2/1/10,86826,12/31/99,1914,"CS",80388
"DR10-00247","DR10-00247-1","TF370","MILK UHT 12/32 OZ",1667,"NCDA","USDA",2/1/10,86825,12/31/99,3385,"CS",84625
"DR10-00247","DR10-00247-1","TF404","BEEF CANNED 24/24 OZ",1667,"NCDA","USDA",2/1/10,86829,12/31/99,2076,"CS",87192
,"DCD10-00001","FD10001","FOOD DRIVE - WEIGH",1586,"LOCAL FOOD DRIVES","LOCAL",2/2/10,87518,12/31/99,-2053,"LB",-2053
"DW10-00152","DW10-00152-1","RM10001","RETAIL MEAT - WEIGH",2820,"Food Lion # 910","A2H LOCAL",2/2/10,87652,12/31/99,6,"LB",6
"DS10-00123","DS10-00123-1","FD10001","FOOD DRIVE - WEIGH",1586,"LOCAL FOOD DRIVES","LOCAL",2/2/10,87503,12/31/99,6,"LB",6
"DS10-00127","DS10-00127-1","SA10001","SALVAGE - WEIGH",2306,"The Fresh Market","LOCAL",2/2/10,87515,12/31/99,16,"LB",16
"DW10-00151","DW10-00151-1","BR10001","BREAD AND BAKED GOODS - WEIGH",2834,"Food Lion # 1212","A2H LOCAL",2/2/10,87648,12/31/99,28,"LB",28
"DW10-00152","DW10-00152-1","SA10001","SALVAGE - WEIGH",2820,"Food Lion # 910","A2H LOCAL",2/2/10,87653,12/31/99,28,"LB",28
"DW10-00153","DW10-00153-1","BR10001","BREAD AND BAKED GOODS - WEIGH",2852,"Food Lion # 1388","A2H LOCAL",2/2/10,87655,12/31/99,32,"LB",32
"DS10-00126","DS10-00126-1","RM10001","RETAIL MEAT - WEIGH",1353,"Food Lion 528","A2H LOCAL",2/2/10,87512,12/31/99,39,"LB",39
"DG10-00129","DG10-00129-1","RM10001","RETAIL MEAT - WEIGH",2811,"Food Lion # 779","A2H LOCAL",2/2/10,87398,12/31/99,40,"LB",40
"DG10-00134","DG10-00134-1","RM10001","RETAIL MEAT - WEIGH",1790,"Sam's Club#9","A2H LOCAL",2/2/10,87428,12/31/99,50,"LB",50
"DG10-00130","DG10-00130-1","RM10001","RETAIL MEAT - WEIGH",2881,"Food Lion # 1674","A2H LOCAL",2/2/10,87401,12/31/99,54,"LB",54
"DW10-00142","DW10-00142-1","FD10001","FOOD DRIVE - WEIGH",2516,"All Saints Anglican Parish","LOCAL",2/2/10,87511,12/31/99,54,"LB",54
"DW10-00147","DW10-00147-1","RM10001","RETAIL MEAT - WEIGH",2826,"Food Lion # 1041","A2H LOCAL",2/2/10,87597,12/31/99,56,"LB",56
"DS10-00122","DS10-00122-1","RM10001","RETAIL MEAT - WEIGH",2815,"Food Lion # 834","A2H LOCAL",2/2/10,87500,12/31/99,58,"LB",58
"DW10-00152","DW10-00152-1","BR10001","BREAD AND BAKED GOODS - WEIGH",2820,"Food Lion # 910","A2H LOCAL",2/2/10,87651,12/31/99,59,"LB",59
"DS10-00128","DS10-00128-1","FD10001","FOOD DRIVE - WEIGH",1586,"LOCAL FOOD DRIVES","LOCAL",2/2/10,87543,12/31/99,62,"LB",62
"DW10-00154","DW10-00154-1","RM10001","RETAIL MEAT - WEIGH",2899,"Food Lion # 2553","A2H LOCAL",2/2/10,87658,12/31/99,70,"LB",70
"DS10-00127","DS10-00127-1","BR10001","BREAD AND BAKED GOODS - WEIGH",2306,"The Fresh Market","LOCAL",2/2/10,87514,12/31/99,75,"LB",75
"DS10-00125","DS10-00125-1","RM10001","RETAIL MEAT - WEIGH",1340,"Food Lion 353","A2H LOCAL",2/2/10,87506,12/31/99,78,"LB",78
"DS10-00126","DS10-00126-1","BR10001","BREAD AND BAKED GOODS - WEIGH",1353,"Food Lion 528","A2H LOCAL",2/2/10,87513,12/31/99,79,"LB",79
"DW10-00150","DW10-00150-1","BR10001","BREAD AND BAKED GOODS - WEIGH",2854,"Food Lion # 1392","A2H LOCAL",2/2/10,87646,12/31/99,79,"LB",79
"DG10-00133","DG10-00133-1","RM10001","RETAIL MEAT - WEIGH",2538,"Food Lion 1657","A2H LOCAL",2/2/10,87422,12/31/99,80,"LB",80
"DD10-00155","DD10-00155-1","RM10001","RETAIL MEAT - WEIGH",2823,"Food Lion # 939","A2H LOCAL",2/2/10,87536,12/31/99,80,"LB",80
"DS10-00124","DS10-00124-1","BR10001","BREAD AND BAKED GOODS - WEIGH",2305,"Lowes Foods - Pinehurst","LOCAL",2/2/10,87504,12/31/99,83,"LB",83
"DG10-00128","DG10-00128-1","BR10001","BREAD AND BAKED GOODS - WEIGH",2295,"Wal-Mart Supercenter #3825","A2H LOCAL",2/2/10,87391,12/31/99,92,"LB",92
"DW10-00151","DW10-00151-1","PR10001","FRESH PRODUCE - WEIGH",2834,"Food Lion # 1212","A2H LOCAL",2/2/10,87650,12/31/99,92,"LB",92
"DD10-00156","DD10-00156-1","RM10001","RETAIL MEAT - WEIGH",1307,"Food Lion 150","A2H LOCAL",2/2/10,87537,12/31/99,105,"LB",105
"DD10-00154","DD10-00154-1","RM10001","RETAIL MEAT - WEIGH",1345,"Food Lion 420","A2H LOCAL",2/2/10,87535,12/31/99,115,"LB",115
"DS10-00122","DS10-00122-1","BR10001","BREAD AND BAKED GOODS - WEIGH",2815,"Food Lion # 834","A2H LOCAL",2/2/10,87501,12/31/99,119,"LB",119
"DS10-00125","DS10-00125-1","PR10001","FRESH PRODUCE - WEIGH",1340,"Food Lion 353","A2H LOCAL",2/2/10,87507,12/31/99,123,"LB",123
"DW10-00154","DW10-00154-1","BR10001","BREAD AND BAKED GOODS - WEIGH",2899,"Food Lion # 2553","A2H LOCAL",2/2/10,87657,12/31/99,124,"LB",124
"DG10-00127","DG10-00127-1","MI10001","MISC. FOOD - WEIGH",2153,"Walmart Supercenter #1661","A2H LOCAL",2/2/10,87388,12/31/99,126,"LB",126
"DW10-00153","DW10-00153-1","PR10001","FRESH PRODUCE - WEIGH",2852,"Food Lion # 1388","A2H LOCAL",2/2/10,87656,12/31/99,140,"LB",140
"DG10-00134","DG10-00134-1","BR10001","BREAD AND BAKED GOODS - WEIGH",1790,"Sam's Club#9","A2H LOCAL",2/2/10,87431,12/31/99,158,"LB",158
"DD10-00159","DD10-00159-1","RM10001","RETAIL MEAT - WEIGH",1303,"Food Lion 1486","A2H LOCAL",2/2/10,87540,12/31/99,170,"LB",170
"DD10-00160","DD10-00160-1","RM10001","RETAIL MEAT - WEIGH",1308,"Food Lion 1514","A2H LOCAL",2/2/10,87541,12/31/99,170,"LB",170
"DW10-00150","DW10-00150-1","PR10001","FRESH PRODUCE - WEIGH",2854,"Food Lion # 1392","A2H LOCAL",2/2/10,87647,12/31/99,171,"LB",171
"DW10-00147","DW10-00147-1","BR10001","BREAD AND BAKED GOODS - WEIGH",2826,"Food Lion # 1041","A2H LOCAL",2/2/10,87598,12/31/99,174,"LB",174
"DW10-00154","DW10-00154-1","PR10001","FRESH PRODUCE - WEIGH",2899,"Food Lion # 2553","A2H LOCAL",2/2/10,87659,12/31/99,186,"LB",186
"DG10-00134","DG10-00134-1","SA10001","SALVAGE - WEIGH",1790,"Sam's Club#9","A2H LOCAL",2/2/10,87446,12/31/99,234,"LB",234
"DW10-00152","DW10-00152-1","PR10001","FRESH PRODUCE - WEIGH",2820,"Food Lion # 910","A2H LOCAL",2/2/10,87654,12/31/99,236,"LB",236
"DW10-00147","DW10-00147-1","PR10001","FRESH PRODUCE - WEIGH",2826,"Food Lion # 1041","A2H LOCAL",2/2/10,87599,12/31/99,271,"LB",271
"DW10-00151","DW10-00151-1","RM10001","RETAIL MEAT - WEIGH",2834,"Food Lion # 1212","A2H LOCAL",2/2/10,87649,12/31/99,281,"LB",281
"DG10-00126","DG10-00126-1","RM10001","RETAIL MEAT - WEIGH",2991,"Kroger #358","A2H LOCAL",2/2/10,87380,12/31/99,282,"LB",282
"DD10-00158","DD10-00158-1","RM10001","RETAIL MEAT - WEIGH",1382,"Food Lion 727","A2H LOCAL",2/2/10,87539,12/31/99,330,"LB",330
"DD10-00157","DD10-00157-1","RM10001","RETAIL MEAT - WEIGH",2415,"Food Lion Store #2646","A2H LOCAL",2/2/10,87538,12/31/99,355,"LB",355
"DG10-00132","DG10-00132-1","MI10001","MISC. FOOD - WEIGH",2111,"Wal-Mart Supercenter #1355","A2H LOCAL",2/2/10,87417,12/31/99,444,"LB",444
"DG10-00127","DG10-00127-1","BR10001","BREAD AND BAKED GOODS - WEIGH",2153,"Walmart Supercenter #1661","A2H LOCAL",2/2/10,87386,12/31/99,502,"LB",502
"DG10-00131","DG10-00131-1","MI10001","MISC. FOOD - WEIGH",3024,"Wal-Mart Supercenter #1300","A2H LOCAL",2/2/10,87415,12/31/99,694,"LB",694
"DG10-00135","DG10-00135-1","BR10001","BREAD AND BAKED GOODS - WEIGH",2954,"Bimbo Bakeries","A2H LOCAL",2/2/10,87522,12/31/99,780,"LB",780
"DG10-00128","DG10-00128-1","MI10001","MISC. FOOD - WEIGH",2295,"Wal-Mart Supercenter #3825","A2H LOCAL",2/2/10,87392,12/31/99,890,"LB",890
"DR10-00363","DR10-00363-1","FM10001","MEAT FROZEN ASST. - WEIGH",1843,"SH Food Bank of NW NC","FOODBANK",2/2/10,87608,12/31/99,1380,"LB",1380
"DD10-00139","DD10-00139-1","FD10001","FOOD DRIVE - WEIGH",1586,"LOCAL FOOD DRIVES","LOCAL",2/2/10,87518,12/31/99,2053,"LB",2053
"DR10-00363","DR10-00363-1","DY10003","ICE CREAM (COMP.) - WEIGH",1843,"SH Food Bank of NW NC","FOODBANK",2/2/10,87609,12/31/99,2464,"LB",2464
"DR10-00363","DR10-00363-1","SK10012","LOFTHOUSE COOKIES (COMP) - WEIGH",1843,"SH Food Bank of NW NC","FOODBANK",2/2/10,87610,12/31/99,8120,"LB",8120
"DR10-00343","DR10-00343-1","PR10001","FRESH PRODUCE - WEIGH",2704,"Cosmo's Corporation","LOCAL",2/2/10,87557,12/31/99,8558,"LB",8558
"DR10-00363","DR10-00363-1","BK10001","ASST. FROZEN ROLLS,DOUGH,PIE CRUST - WEIGH",1843,"SH Food Bank of NW NC","FOODBANK",2/2/10,87607,12/31/99,13270,"LB",13270
"DR10-00344","DR10-00344-1","PR10003","WHITE POTATOES - WEIGH",1533,"Inter-Faith Food Shuttle","FOODBANK",2/2/10,87558,12/31/99,17580,"LB",17580
"DW10-00146","DW10-00146-1","RM10001","RETAIL MEAT - WEIGH",2314,"Wal-Mart Supercenter #4273","A2H LOCAL",2/3/10,87593,12/31/99,14,"LB",14
"DW10-00143","DW10-00143-1","DY10001","DAIRY ASSORTED (COMP) - WEIGH",2228,"Wal-Mart Supercenter #2772","A2H LOCAL",2/3/10,87568,12/31/99,16,"LB",16
"DD10-00168","DD10-00168-1","RM10001","RETAIL MEAT - WEIGH",1399,"Food Lion 885","A2H LOCAL",2/3/10,87736,12/31/99,20,"LB",20
"DW10-00149","DW10-00149-1","FD10001","FOOD DRIVE - WEIGH",1586,"LOCAL FOOD DRIVES","LOCAL",2/3/10,87639,12/31/99,21,"LB",21
"DW10-00145","DW10-00145-1","MI10001","MISC. FOOD - WEIGH",2117,"Wal-Mart Supercenter #1392","A2H LOCAL",2/3/10,87591,12/31/99,28,"LB",28
"DS10-00132","DS10-00132-1","RM10001","RETAIL MEAT - WEIGH",1340,"Food Lion 353","A2H LOCAL",2/3/10,87563,12/31/99,35,"LB",35
"DD10-00167","DD10-00167-1","RM10001","RETAIL MEAT - WEIGH",2990,"Kroger #381","A2H LOCAL",2/3/10,87735,12/31/99,35,"LB",35
"DS10-00130","DS10-00130-1","BR10001","BREAD AND BAKED GOODS - WEIGH",2815,"Food Lion # 834","A2H LOCAL",2/3/10,87553,12/31/99,38,"LB",38
"DS10-00130","DS10-00130-1","RM10001","RETAIL MEAT - WEIGH",2815,"Food Lion # 834","A2H LOCAL",2/3/10,87552,12/31/99,40,"LB",40
"DW10-00146","DW10-00146-1","RF10001","REFRIGERATED FOOD ASST. - WEIGH",2314,"Wal-Mart Supercenter #4273","A2H LOCAL",2/3/10,87594,12/31/99,44,"LB",44
"DR10-00381","DR10-00381-1","MI10001","MISC. FOOD - WEIGH",3019,"Wal-Mart Supercenter #1236","A2H LOCAL",2/3/10,87862,12/31/99,45,"LB",45
"DS10-00133","DS10-00133-1","RM10001","RETAIL MEAT - WEIGH",1353,"Food Lion 528","A2H LOCAL",2/3/10,87565,12/31/99,49,"LB",49
"DD10-00163","DD10-00163-1","RM10001","RETAIL MEAT - WEIGH",1281,"Food Lion 1099","A2H LOCAL",2/3/10,87731,12/31/99,50,"LB",50
"DS10-00133","DS10-00133-1","BR10001","BREAD AND BAKED GOODS - WEIGH",1353,"Food Lion 528","A2H LOCAL",2/3/10,87566,12/31/99,73,"LB",73
"DS10-00131","DS10-00131-1","BR10001","BREAD AND BAKED GOODS - WEIGH",2305,"Lowes Foods - Pinehurst","LOCAL",2/3/10,87560,12/31/99,77,"LB",77
"DD10-00166","DD10-00166-1","RM10001","RETAIL MEAT - WEIGH",2989,"Kroger #374","A2H LOCAL",2/3/10,87734,12/31/99,80,"LB",80
"DW10-00145","DW10-00145-1","BR10001","BREAD AND BAKED GOODS - WEIGH",2117,"Wal-Mart Supercenter #1392","A2H LOCAL",2/3/10,87590,12/31/99,92,"LB",92
